"","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","obj1","obj2","obj3","ambiguous","numFeatures"
"206","13","2058","13","321111","English","square","1","solid","0","red","1","polka-dotted","0","circle","0","striped","1","cloud","0",NA,NA,NA,NA,"322","212","132","True","7"
"207","13","1282","14","111111","English","striped","1","solid","0","circle","1","square","0","cloud","0","green","0","red","0","blue","1","polka-dotted","0","332","221","113","False","9"
"208","13","2091","15","321111","English","red","1","polka-dotted","1","striped","0","green","0","square","1","solid","0","blue","0",NA,NA,NA,NA,"311","323","332","True","7"
"209","13","889","16","112122","English","square","0","polka-dotted","1","circle","1","striped","0","red","1","green","0","cloud","0",NA,NA,NA,NA,"333","232","123","True","7"
"210","13","1117","17","321212","English","cloud","1","green","1","red","0","polka-dotted","1","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,"133","112","112","True","5"
"211","14","1250","3","112112","ENGLISH","green","0.65","blue","0.6","red","0.75","square","0.85","cloud","0.75","striped","0.45","polka-dotted","0.5",NA,NA,NA,NA,"321","332","133","True","7"
"212","14","1959","4","323232","ENGLISH","polka-dotted","0.8","square","0.9","red","0.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332","332","332","False","3"
"213","14","2197","5","121111","ENGLISH","square","0.5","cloud","0.4","blue","0.65","striped","0.15","circle","0.55","green","0.6","polka-dotted","0.4","red","0.75",NA,NA,"132","323","221","True","8"
"214","14","1322","6","122122","ENGLISH","cloud","0.6","circle","0.35","polka-dotted","0.75","red","0.7","green","0.75","solid","0.7",NA,NA,NA,NA,NA,NA,"232","133","112","True","6"
"215","14","1286","7","111111","ENGLISH","square","0.75","circle","0.65","polka-dotted","0.85","blue","0.65","solid","0.85","striped","0.2","green","0.6","red","0.25","cloud","0.6","211","122","333","False","9"
"216","14","816","8","112111","ENGLISH","red","0.7","cloud","0.45","circle","0.65","solid","0.3","polka-dotted","0.15","square","0.05","striped","0","green","0",NA,NA,"213","123","332","True","8"
"217","14","1758","9","322132","ENGLISH","red","0.2","solid","0.2","square","0.7","polka-dotted","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312","312","332","True","4"
"218","14","1309","10","122122","ENGLISH","solid","0.3","square","0.7","circle","0.85","striped","0.4","green","0.1","red","0.95",NA,NA,NA,NA,NA,NA,"212","223","322","True","6"
"219","14","467","11","211111","ENGLISH","striped","0.7","blue","0.3","square","0.65","red","0.2","polka-dotted","0.6","solid","0.45","cloud","0.3","circle","0.75",NA,NA,"232","112","321","True","8"
"220","14","1838","12","122121","ENGLISH","striped","0.2","cloud","0.7","green","0.4","polka-dotted","0.75","square","0.35","red","0.6",NA,NA,NA,NA,NA,NA,"323","333","132","True","6"
"221","14","1951","13","323232","ENGLISH","circle","0.7","polka-dotted","0.3","green","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"233","233","233","False","3"
"222","14","1469","14","123211","ENGLISH","solid","0.35","striped","0.65","red","0.65","polka-dotted","0.7","square","0.85","blue","0.55",NA,NA,NA,NA,NA,NA,"311","322","332","True","6"
"223","14","1293","15","111111","ENGLISH","cloud","0.55","polka-dotted","0.4","green","0.55","circle","0.35","striped","0.65","square","0.25","solid","0.8","blue","0.9","red","1","322","233","111","False","9"
"224","14","948","16","212121","ENGLISH","solid","0.9","blue","0.95","cloud","1","striped","1","red","0.95","square","0.95",NA,NA,NA,NA,NA,NA,"322","322","111","False","6"
"225","14","1208","17","112112","ENGLISH","striped","0.9","circle","1","green","1","polka-dotted","1","blue","0.85","square","0.85","cloud","0.9",NA,NA,NA,NA,"321","223","133","True","7"
"226","15","2077","3","321111","english","cloud","0.85","striped","0.95","green","0.8","polka-dotted","0.9","blue","0.75","red","1","solid","0.8",NA,NA,NA,NA,"113","121","132","True","7"
"227","15","1965","4","323232","english","cloud","0.7","solid","0.9","blue","0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","111","111","False","3"
"228","15","2036","5","322122","english","red","0.8","cloud","0.95","solid","0.75","green","0.85","circle","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"212","213","112","True","5"
"229","15","690","6","212211","english","circle","0.85","square","1","red","0.8","striped","0.9","blue","0.75","cloud","0.85","polka-dotted","0.7",NA,NA,NA,NA,"231","132","321","True","7"
"230","15","520","7","112132","english","polka-dotted","0.8","striped","0.9","green","0.75","red","0.85","circle","0.65","blue","1",NA,NA,NA,NA,NA,NA,"231","232","223","True","6"
"231","15","1191","8","212232","english","circle","0.8","polka-dotted","0.85","green","0.65","solid","0.85","cloud","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"133","233","113","True","5"
"232","15","600","9","213212","english","striped","0.75","cloud","0.9","green","0.7","solid","0.9","red","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"112","122","123","True","5"
"233","15","921","10","212121","english","striped","0.75","square","0.95","blue","0.7","polka-dotted","0.9","red","0.7","cloud","0.95",NA,NA,NA,NA,NA,NA,"332","332","121","False","6"
"234","15","1692","11","121212","english","square","0.7","blue","0.95","green","0.8","striped","0.9","polka-dotted","0.7","circle","0.85",NA,NA,NA,NA,NA,NA,"221","333","333","False","6"
"235","15","922","12","212121","english","circle","0.7","red","0.85","polka-dotted","0.7","striped","0.9","blue","0.7","square","0.95",NA,NA,NA,NA,NA,NA,"222","222","331","False","6"
"236","15","40","13","122112","english","cloud","0.8","solid","0.95","red","0.7","square","0.9","blue","0.75","polka-dotted","0.85",NA,NA,NA,NA,NA,NA,"332","131","111","True","6"
"237","15","28","14","122112","english","polka-dotted","0.75","solid","0.9","red","0.75","green","0.95","circle","0.8","cloud","0.95",NA,NA,NA,NA,NA,NA,"113","233","232","True","6"
"238","15","1666","15","121212","english","red","0.8","circle","0.9","square","0.7","polka-dotted","0.9","solid","0.8","green","0.7",NA,NA,NA,NA,NA,NA,"312","233","233","False","6"
"239","15","1061","16","113212","english","square","0.75","red","0.9","solid","0.8","striped","0.95","green","0.85","blue","0.8",NA,NA,NA,NA,NA,NA,"312","321","323","True","6"
"240","15","1175","17","212232","english","polka-dotted","0.85","square","0.95","circle","0.7","blue","0.85","striped","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"221","231","321","True","5"
"241","16","1296","3","111111","English","red","0.65","cloud","0.65","solid","0.35","green","0.35","blue","0.6","circle","0.65","striped","0.7","square","0.35","polka-dotted","0.85","231","313","122","False","9"
"242","16","1678","4","121212","English","cloud","0.75","green","0.65","circle","0.7","red","0.75","polka-dotted","0.6","solid","0.3",NA,NA,NA,NA,NA,NA,"113","232","232","False","6"
"243","16","1477","5","123211","English","green","0.75","striped","0.45","solid","0.7","cloud","0.75","square","0.4","polka-dotted","0.75",NA,NA,NA,NA,NA,NA,"313","123","133","True","6"
"244","16","2196","6","121111","English","green","0.65","solid","0.7","cloud","0.75","red","0.3","blue","0.75","polka-dotted","0.7","striped","0.35","circle","0.85",NA,NA,"131","223","212","True","8"
"245","16","1680","7","121212","English","striped","0.3","polka-dotted","0.6","square","0.7","cloud","0.7","green","0.7","red","0.65",NA,NA,NA,NA,NA,NA,"332","123","123","False","6"
"246","16","503","8","112132","English","circle","0.65","green","0.65","cloud","0.65","blue","0.65","square","0.55","solid","0.35",NA,NA,NA,NA,NA,NA,"213","313","111","True","6"
"247","16","407","9","321112","English","circle","0.8","striped","0.35","blue","0.4","solid","0.65","polka-dotted","0.65","green","0.35",NA,NA,NA,NA,NA,NA,"211","233","223","True","6"
"248","16","1565","10","322121","English","striped","0.65","red","0.7","blue","0.7","square","0.65","cloud","0.7",NA,NA,NA,NA,NA,NA,NA,NA,"322","322","121","True","5"
"249","16","1956","11","323232","English","solid","0.7","square","0.65","blue","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"311","311","311","False","3"
"250","16","24","12","122112","English","square","0.65","red","0.65","circle","0.6","polka-dotted","0.35","solid","0.3","green","0.65",NA,NA,NA,NA,NA,NA,"232","312","313","True","6"
"251","16","1701","13","212112","English","striped","0.6","cloud","0.7","solid","0.7","green","0.65","blue","0.6","circle","0.3",NA,NA,NA,NA,NA,NA,"213","211","121","True","6"
"252","16","1960","14","323232","English","green","0.7","striped","0.7","circle","0.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"253","16","2243","15","323211","English","solid","0.35","striped","0.35","blue","0.75","polka-dotted","0.7","cloud","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"111","121","131","True","5"
"254","16","1006","16","212212","English","blue","0.7","striped","0.7","solid","0.35","cloud","0.4","red","0.65","circle","0.65",NA,NA,NA,NA,NA,NA,"121","112","222","True","6"
"255","16","2015","17","322122","English","green","0.35","solid","0.25","square","0.75","blue","0.65","striped","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"323","321","313","True","5"
"256","17","1309","3","122122","English","red","0.75","striped","0.25","circle","0.25","green","0.75","solid","0.75","square","0.75",NA,NA,NA,NA,NA,NA,"212","223","322","True","6"
"257","17","936","4","212121","English","red","0.1","striped","0.85","blue","0.85","square","0.1","circle","0.85","polka-dotted","0.1",NA,NA,NA,NA,NA,NA,"332","332","221","False","6"
"258","17","1279","5","111111","English","striped","0.9","polka-dotted","0.9","blue","0.9","square","0.9","cloud","0.9","solid","0.9","green","0.9","red","0.9","circle","0.6","213","132","321","False","9"
"259","17","1952","6","323232","English","blue","0","polka-dotted","0","cloud","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","131","131","False","3"
"260","17","1257","7","111111","English","striped","0.95","blue","0.95","green","0.65","square","0.95","cloud","1","red","0.65","solid","1","circle","1","polka-dotted","0.9","211","332","123","False","9"
"261","17","2382","8","113232","English","square","1","red","0","cloud","0.75","circle","1","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,"312","212","112","True","5"
"262","17","735","9","212122","English","red","0.1","polka-dotted","0","blue","0.8","cloud","0","solid","1","square","1",NA,NA,NA,NA,NA,NA,"132","112","331","True","6"
"263","17","1420","10","322111","English","square","0.9","cloud","0.7","polka-dotted","0","circle","0.65","striped","1","red","0",NA,NA,NA,NA,NA,NA,"232","332","122","True","6"
"264","17","1824","11","122121","English","cloud","0.7","blue","1","red","0","circle","0","solid","1","polka-dotted","0",NA,NA,NA,NA,NA,NA,"212","232","131","True","6"
"265","17","2383","12","113232","English","striped","0","cloud","0.85","square","0.95","green","0","circle","1",NA,NA,NA,NA,NA,NA,NA,NA,"323","223","123","True","5"
"266","17","1659","13","121212","English","green","0.85","polka-dotted","0.95","solid","0","square","1","cloud","0","blue","0",NA,NA,NA,NA,NA,NA,"333","111","111","False","6"
"267","17","896","14","112122","English","polka-dotted","0.85","square","0","red","0.8","striped","1","solid","1","cloud","0.85","blue","0",NA,NA,NA,NA,"331","322","111","True","7"
"268","17","1871","15","123212","English","square","0","solid","1","red","1","striped","0","green","0",NA,NA,NA,NA,NA,NA,NA,NA,"312","323","323","True","5"
"269","17","2063","16","321111","English","green","1","polka-dotted","1","red","0.75","solid","1","circle","0","blue","0.65","striped","1",NA,NA,NA,NA,"213","221","232","True","7"
"270","17","1144","17","321212","English","solid","0","polka-dotted","1","cloud","0","circle","1","red","0",NA,NA,NA,NA,NA,NA,NA,NA,"232","112","112","True","5"
"271","18","2273","3","213232","English","striped","0.7","solid","0.4","blue","0.8","circle","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","211","221","True","4"
"272","18","1990","4","323232","English","striped","0.8","circle","0.8","green","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"273","18","454","5","211111","English","solid","0.65","red","0.45","green","0.7","blue","0.7","circle","0.4","polka-dotted","0.3","striped","0.7","square","0.65",NA,NA,"331","313","222","True","8"
"274","18","1822","6","122121","English","red","0.35","striped","0.75","solid","0.65","cloud","0.75","blue","0.6","square","0.7",NA,NA,NA,NA,NA,NA,"321","121","112","True","6"
"275","18","254","7","212222","English","striped","0.75","red","0.35","square","0.75","polka-dotted","0.4","circle","0.7","blue","0.8",NA,NA,NA,NA,NA,NA,"231","332","221","True","6"
"276","18","1688","8","121212","English","blue","0.8","polka-dotted","0.2","striped","0.85","circle","0.2","cloud","0.85","red","0.25",NA,NA,NA,NA,NA,NA,"232","121","121","False","6"
"277","18","2199","9","121111","English","solid","0.3","green","0.8","striped","0.75","cloud","0.6","blue","0.25","red","0.8","square","0.8","circle","0.85",NA,NA,"112","323","221","True","8"
"278","18","158","10","323212","English","green","0.7","solid","0.65","square","0.75","circle","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","313","313","True","4"
"279","18","2167","11","121111","English","striped","0.35","square","0.75","cloud","0.4","solid","0.8","circle","0.8","blue","0.65","red","0.25","polka-dotted","0.65",NA,NA,"332","121","211","True","8"
"280","18","495","12","211111","English","striped","0.4","red","0.8","circle","0.65","blue","0.75","square","0.8","polka-dotted","0.35","cloud","0.65","green","0.65",NA,NA,"221","122","333","True","8"
"281","18","1226","13","112112","English","solid","0.75","green","0.7","cloud","0.4","polka-dotted","0.7","blue","0.45","circle","0.5","red","0.75",NA,NA,NA,NA,"211","232","133","True","7"
"282","18","932","14","212121","English","square","0.75","polka-dotted","0.35","solid","0.7","circle","0.35","blue","0.35","green","0.7",NA,NA,NA,NA,NA,NA,"311","311","233","False","6"
"283","18","939","15","212121","English","cloud","0.7","blue","0.7","striped","0.35","polka-dotted","0.3","red","0.6","square","0.4",NA,NA,NA,NA,NA,NA,"331","331","122","False","6"
"284","18","911","16","212121","English","blue","0.75","cloud","0.75","polka-dotted","0.4","solid","0.6","circle","0.3","green","0.3",NA,NA,NA,NA,NA,NA,"213","213","131","False","6"
"285","18","1623","17","211112","English","striped","0.75","square","0.35","red","0.7","solid","0.15","blue","0.8","green","0.65","circle","0.6",NA,NA,NA,NA,"212","313","321","True","7"
"286","19","786","3","211212","English","green","0.65","circle","0","striped","0.85","cloud","0.3","solid","0","red","0.4",NA,NA,NA,NA,NA,NA,"112","123","223","True","6"
"287","19","1061","4","113212","English","green","0.5","blue","0","red","0.6","solid","0.3","striped","0.8","square","1",NA,NA,NA,NA,NA,NA,"312","321","323","True","6"
"288","19","1964","5","323232","English","red","1","cloud","1","striped","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122","122","122","False","3"
"289","19","1674","6","121212","English","striped","0.35","circle","0.5","red","0.1","solid","0","blue","0.75","cloud","0.15",NA,NA,NA,NA,NA,NA,"122","211","211","False","6"
"290","19","967","7","121112","English","circle","0.5","solid","0","green","0.6","polka-dotted","0.2","red","0.15","striped","0.2","square","0.05",NA,NA,NA,NA,"322","233","213","True","7"
"291","19","1124","8","321212","English","green","0.2","square","0.1","blue","0.55","polka-dotted","1","circle","0.55",NA,NA,NA,NA,NA,NA,NA,NA,"333","231","231","True","5"
"292","19","981","9","121112","English","square","0.1","cloud","0.1","polka-dotted","0.35","blue","0.7","solid","0.45","green","0.05","circle","0.15",NA,NA,NA,NA,"333","111","211","True","7"
"293","19","1976","10","323232","English","blue","1","square","1","polka-dotted","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331","331","331","False","3"
"294","19","985","11","121112","English","polka-dotted","0.15","circle","0","red","0.55","striped","0.8","cloud","0.05","green","0.05","square","0",NA,NA,NA,NA,"333","222","122","True","7"
"295","19","2381","12","113232","English","cloud","0.1","square","0.1","polka-dotted","1","green","1","circle","0.1",NA,NA,NA,NA,NA,NA,NA,NA,"333","233","133","True","5"
"296","19","930","13","212121","English","blue","0.85","cloud","0.15","solid","0","square","0.75","polka-dotted","0.8","red","0.15",NA,NA,NA,NA,NA,NA,"331","331","112","False","6"
"297","19","485","14","211111","English","cloud","0.1","green","0.1","polka-dotted","0.5","square","0.1","circle","0.05","red","0.1","blue","0.1","solid","0",NA,NA,"233","332","111","True","8"
"298","19","1298","15","111111","English","polka-dotted","0.15","red","0.15","striped","0.15","solid","0.15","cloud","0.15","green","0.15","blue","0.15","square","0.15","circle","0.15","133","311","222","False","9"
"299","19","372","16","122132","English","circle","0.5","solid","0.45","striped","0.2","cloud","0.2","red","1",NA,NA,NA,NA,NA,NA,NA,NA,"112","212","222","True","5"
"300","19","2322","17","123232","English","polka-dotted","0.15","green","1","circle","0.65","striped","0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"233","223","223","True","4"
