"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"65",65,65,4,655,10,"English","blue things",0,"red things",0.5,"green things",0,"solid things",0.5,"striped things",1,"polka-dotted things",0,322,333,121,"square",212211,"True",1,3,2,15,27,4,NA,NA,NA,1,0,NA,1,0,0,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,1,0,NA,0.66641,0,0.33359,212211
"66",66,66,4,599,11,"English","solid things",0.05,"striped things",0.95,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,221,223,323,"circle",213212,"True",1,2,3,5,23,24,NA,NA,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,213212
"67",67,67,4,1452,12,"English","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,321,131,111,"square",123211,"False",1,3,2,6,7,1,NA,NA,NA,NA,NA,NA,1,0,0,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,123211
"68",68,68,4,1485,13,"English","clouds",0.5,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",0.5,133,111,112,"polka-dotted",123211,"False",2,1,3,25,1,10,NA,NA,NA,NA,NA,NA,1,0,0,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,123211
"69",69,69,4,517,14,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",0.95,331,333,132,"blue",112132,"False",3,1,2,9,27,16,NA,NA,NA,NA,NA,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,113221
"70",70,70,4,185,15,"English","clouds",0,"circles",0,"squares",0.5,"solid things",0,"striped things",0,"polka-dotted things",1,331,311,311,"blue",323212,"True",3,1,2,9,3,3,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,323212
"71",71,71,4,268,16,"English","blue things",0,"red things",0,"green things",0.5,"solid things",0,"striped things",1,"polka-dotted things",0.5,123,111,223,"cloud",212222,"True",1,3,2,22,1,23,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,212222
"72",72,72,4,2079,17,"English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,212,122,332,"red",321111,"True",3,2,1,11,13,18,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,1,0,0,1,0,0,321111
"73",73,73,4,11,18,"English","blue things",0,"red things",1,"green things",0.5,"solid things",1,"striped things",0.5,"polka-dotted things",0,312,211,231,"square",122112,"False",1,3,2,12,2,8,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122112
"74",74,74,4,1104,19,"English","clouds",1,"circles",0,"squares",0.5,"blue things",0.5,"red things",0.75,"green things",0,122,223,223,"striped",321212,"True",2,1,3,13,23,23,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,321212
"75",75,75,4,1015,20,"English","solid things",1,"striped things",0.5,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0.5,112,232,213,"red",212212,"True",3,2,1,10,17,20,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,212212
"76",76,76,5,259,6,"English","clouds",0.55,"circles",0.6,"squares",0.5,"solid things",0.8,"striped things",0.5,"polka-dotted things",0.3,113,233,112,"green",212222,"True",3,1,2,19,26,10,NA,NA,NA,0.727272727272727,0.272727272727273,NA,0.478255879019183,0.521744120980817,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.712147121471215,0.287852878528785,NA,0.712147121471215,0.287852878528785,NA,212222
"77",77,77,5,534,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,121,221,331,"cloud",112132,"False",1,2,3,4,5,9,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,113221
"78",78,78,5,2342,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,232,232,"square",123232,"False",1,3,2,18,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,123232
"79",79,79,5,1635,9,"English","clouds",0.8,"circles",0,"squares",0.5,"solid things",0.05,"striped things",0.5,"polka-dotted things",0.85,132,212,313,"red",211112,"True",3,1,2,16,11,21,NA,NA,NA,0.944450493894377,0.0555495061056234,NA,0.61538,0,0.38462,0.5,0.5,NA,1,0,NA,0.69231,0,0.30769,0.5,0.5,NA,0.752962529625296,0.247037470374704,NA,0.55162,0.12577,0.32261,211211
"80",80,80,5,1536,10,"English","solid things",0.05,"striped things",1,"polka-dotted things",0.5,"blue things",0,"red things",0.5,"green things",0.65,223,213,211,"circle",322112,"True",1,2,3,23,20,2,NA,NA,NA,1,0,NA,0.952378140592247,0.0476218594077529,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.682731827318273,0.317268172681727,NA,0.806873068730687,0.193126931269313,NA,322112
"81",81,81,5,64,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,311,221,123,"solid",122111,"False",2,1,3,3,5,22,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,122111
"82",82,82,5,664,12,"English","blue things",0.65,"red things",0.5,"green things",0.25,"solid things",0.85,"striped things",0.25,"polka-dotted things",0.5,211,223,112,"circle",212211,"True",1,3,2,2,23,10,NA,NA,NA,0.772727272727273,0.227272727272727,NA,0.46429,0.17857,0.35714,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.74681626591867,0.25318373408133,NA,0.50275,0.15516,0.34209,212211
"83",83,83,5,552,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.25,"red things",0.5,"green things",0.85,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,NA,NA,NA,0.772727272727273,0.227272727272727,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.765412654126541,0.234587345873459,NA,213212
"84",84,84,5,710,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",1,"green things",0.15,312,313,122,"square",212122,"True",1,2,3,12,21,13,NA,NA,NA,0.5,0.5,NA,0.869563969754796,0.130436030245204,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.737861310693447,0.262138689306553,NA,212122
"85",85,85,5,1135,15,"English","solid things",0.9,"striped things",0.35,"polka-dotted things",0.35,"clouds",0.5,"circles",0.45,"squares",0.6,312,222,222,"red",321212,"True",3,2,1,12,14,14,NA,NA,NA,0.72,0.28,NA,0.571432789111629,0.428567210888371,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.835853358533585,0.164146641466415,NA,0.835853358533585,0.164146641466415,NA,321212
"86",86,86,5,487,16,"English","solid things",0.5,"striped things",0.65,"polka-dotted things",0.35,"clouds",0.5,"circles",0.4,"squares",0.75,322,232,113,"red",211111,"True",3,2,1,15,17,19,NA,NA,NA,0.433334333343333,0.233332333323333,0.333333333333333,0.45455,0.24242,0.30303,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.5,0.5,NA,0.5269,0.13977,0.33333,0.5269,0.13977,0.33333,211111
"87",87,87,5,729,17,"English","blue things",0.65,"red things",0.5,"green things",0.35,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,231,233,311,"circle",212122,"True",1,3,2,8,26,3,NA,NA,NA,0.5,0.5,NA,0.650001500015,0.349998499985,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.737861310693447,0.262138689306553,NA,212122
"88",88,88,5,629,18,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,111,211,323,"cloud",112121,"False",1,3,2,1,2,24,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112121
"89",89,89,5,787,19,"English","blue things",0.15,"red things",0.8,"green things",0.5,"clouds",0.5,"circles",0.85,"squares",0.15,212,311,321,"solid",211212,"True",2,3,1,11,3,6,NA,NA,NA,0.85000074999625,0.14999925000375,NA,0.842102049849657,0.157897950150343,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.784196079019605,0.215803920980395,NA,0.784196079019605,0.215803920980395,NA,211212
"90",90,90,5,1938,20,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,232,121,321,"circle",111212,"False",1,3,2,17,4,6,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,111212
"91",91,91,6,455,6,"English","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",1,"green things",0,222,323,131,"striped",211111,"True",2,1,3,14,24,7,NA,NA,NA,1,0,0,1,0,0,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.5,0.5,NA,0.65406,0.01261,0.33333,0.65406,0.01261,0.33333,211111
"92",92,92,6,1333,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,311,332,112,"blue",122122,"False",3,2,1,3,18,10,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122122
"93",93,93,6,1685,8,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,123,123,"polka-dotted",121212,"False",2,1,3,9,22,22,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,121212
"94",94,94,6,670,9,"English","clouds",0,"circles",1,"squares",0.5,"blue things",0,"red things",0.5,"green things",1,213,111,232,"solid",212211,"True",2,1,3,20,1,17,NA,NA,NA,1,0,NA,0.66667,0,0.33333,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.969684696846969,0.0303153031530315,NA,0.60286,0.01864,0.3785,212211
"95",95,95,6,1891,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,313,211,211,"square",123212,"False",1,3,2,21,2,2,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,123212
"96",96,96,6,1613,11,"English","blue things",0.5,"red things",0,"green things",1,"solid things",0.5,"striped things",1,"polka-dotted things",0.05,223,232,131,"circle",211112,"True",1,3,2,23,17,7,NA,NA,NA,0.952378140592247,0.0476218594077529,NA,0.66667,0,0.33333,0.5,0.5,NA,1,0,NA,0.69231,0,0.30769,0.5,0.5,NA,0.977214772147721,0.0227852278522785,NA,0.712537125371254,0.00856008560085601,0.27890278902789,211211
"97",97,97,6,131,12,"English","clouds",1,"circles",0.5,"squares",0,"blue things",0.5,"red things",0.5,"green things",0.5,131,331,213,"polka-dotted",212111,"True",2,1,3,7,9,20,NA,NA,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.65406,0.01261,0.33333,212111
"98",98,98,6,770,13,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",1,"circles",0,"squares",0.5,123,213,211,"green",211212,"True",3,2,1,22,20,2,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.9909999099991,0.00900009000090001,NA,0.9909999099991,0.00900009000090001,NA,211212
"99",99,99,6,1529,14,"English","clouds",0.5,"circles",0.05,"squares",1,"solid things",0,"striped things",0.5,"polka-dotted things",1,332,312,212,"red",322112,"True",3,1,2,18,12,11,NA,NA,NA,0.952378140592247,0.0476218594077529,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.929305353473233,0.0706946465267674,NA,0.990505047474763,0.00949495252523737,NA,322112
"100",100,100,6,325,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",1,"striped things",0,"polka-dotted things",0,311,331,323,"blue",213211,"True",3,1,2,3,9,24,NA,NA,NA,NA,NA,NA,1,0,0,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.5,0.5,NA,NA,NA,NA,0.65406,0.01261,0.33333,213211
"101",101,101,6,679,16,"English","clouds",0.5,"circles",1,"squares",0,"solid things",0,"striped things",0.5,"polka-dotted things",1,232,312,221,"red",212211,"True",3,1,2,17,12,5,NA,NA,NA,1,0,NA,0.66667,0,0.33333,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.969684696846969,0.0303153031530315,NA,0.60286,0.01864,0.3785,212211
"102",102,102,6,1496,17,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,222,221,"cloud",123211,"False",1,3,2,22,14,5,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,123211
"103",103,103,6,2096,18,"English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0,"squares",1,333,123,213,"green",321111,"True",3,2,1,27,22,20,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.96288,0.01856,0.01856,0.96288,0.01856,0.01856,321111
"104",104,104,6,1668,19,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,123,211,211,"green",121212,"False",3,2,1,22,2,2,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,121212
"105",105,105,6,658,20,"English","clouds",1,"circles",0,"squares",0.5,"blue things",0,"red things",1,"green things",0.5,132,233,121,"polka-dotted",212211,"True",2,1,3,16,26,4,NA,NA,NA,1,0,NA,0.66667,0.33333,0,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.969684696846969,0.0303153031530315,NA,0.60286,0.01864,0.3785,212211
"106",106,106,7,223,6,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,212,212,113,"red",212132,"False",3,1,2,11,11,19,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,213221
"107",107,107,7,124,7,"English","clouds",0.5,"circles",1,"squares",0.5,"solid things",0.5,"striped things",0,"polka-dotted things",0.95,131,121,312,"blue",212111,"True",3,1,2,7,4,12,NA,NA,NA,0.5,0.5,NA,0.65517,0,0.34483,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.612256122561226,0.0544105441054411,0.333333333333333,212111
"108",108,108,7,2253,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,233,233,333,"circle",213232,"False",1,3,2,26,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,213232
"109",109,109,7,1037,9,"English","clouds",0.5,"circles",1,"squares",0.05,"blue things",0.05,"red things",1,"green things",0.5,212,311,221,"solid",212212,"True",2,1,3,11,3,5,NA,NA,NA,0.952378140592247,0.0476218594077529,NA,0.952378140592247,0.0476218594077529,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.913285433572832,0.0867145664271679,NA,0.867445662771686,0.132554337228314,NA,212212
"110",110,110,7,762,10,"English","blue things",0.5,"red things",0.95,"green things",0,"solid things",0.95,"striped things",0,"polka-dotted things",0.5,112,123,323,"cloud",211212,"True",1,3,2,10,22,24,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.955660221698891,0.0443397783011085,NA,0.955660221698891,0.0443397783011085,NA,211212
"111",111,111,7,149,11,"English","clouds",0.5,"circles",0.75,"squares",0.5,"blue things",0.5,"red things",1,"green things",0,212,213,331,"solid",212111,"True",2,1,3,11,20,9,NA,NA,NA,0.6000028000224,0.3999971999776,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.612256122561226,0.0544105441054411,0.333333333333333,212111
"112",112,112,7,555,12,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.5,"red things",0.5,"green things",0.5,121,131,331,"cloud",213212,"True",1,2,3,4,7,9,NA,NA,NA,NA,NA,NA,0.950004500045,0.0499954999549996,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.944844448444484,0.0551555515555156,NA,213212
"113",113,113,7,2116,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,121,212,313,"blue",111112,"False",3,2,1,4,11,21,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,111211
"114",114,114,7,2074,14,"English","clouds",1,"circles",0.7,"squares",0.05,"blue things",0.25,"red things",1,"green things",0.3,112,311,213,"solid",321111,"True",2,1,3,10,3,20,NA,NA,NA,0.57143,0.02857,0.4,0.64516,0.16129,0.19355,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.84908,0.07546,0.07546,0.84908,0.07546,0.07546,321111
"115",115,115,7,805,15,"English","blue things",0.25,"red things",0.8,"green things",0.5,"solid things",0.5,"striped things",0.95,"polka-dotted things",0.2,222,323,131,"circle",112111,"False",1,3,2,14,24,7,NA,NA,NA,0.826090075613011,0.173909924386989,NA,0.51613,0.32258,0.16129,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,112111
"116",116,116,7,1540,16,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",0,"circles",0.5,"squares",1,323,313,113,"green",322112,"True",3,2,1,24,21,19,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.771476142619287,0.228523857380713,NA,0.953305233473833,0.0466947665261674,NA,322112
"117",117,117,7,452,17,"English","blue things",0.5,"red things",0.05,"green things",0.95,"clouds",0.05,"circles",0.5,"squares",0.95,313,112,231,"solid",211111,"True",2,3,1,21,10,8,NA,NA,NA,0.633336333363334,0.033330333303333,0.333333333333333,0.633336333363334,0.033330333303333,0.333333333333333,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.5,0.5,NA,0.612256122561226,0.0544105441054411,0.333333333333333,0.612256122561226,0.0544105441054411,0.333333333333333,211111
"118",118,118,7,1857,18,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,311,221,221,"solid",123212,"False",2,1,3,3,5,5,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,123212
"119",119,119,7,2098,19,"English","clouds",0.05,"circles",0.95,"squares",0.05,"blue things",0.95,"red things",0.05,"green things",0.05,211,312,113,"solid",321111,"True",2,1,3,2,12,19,NA,NA,NA,0.90476,0.04762,0.04762,0.90476,0.04762,0.04762,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.84908,0.07546,0.07546,0.84908,0.07546,0.07546,321111
"120",120,120,7,658,20,"English","clouds",0.95,"circles",0.75,"squares",0.5,"blue things",0.5,"red things",1,"green things",0,132,233,121,"polka-dotted",212211,"True",2,1,3,16,26,4,NA,NA,NA,0.558823910033259,0.441176089966741,NA,0.66667,0,0.33333,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.876265618671907,0.123734381328093,NA,0.557755577555776,0.0755407554075541,0.36670366703667,212211
"121",121,121,8,2028,6,"english","solid things",0.7,"striped things",0.5,"polka-dotted things",0.2,"clouds",0.75,"circles",0.35,"squares",0.55,113,133,213,"green",322122,"True",3,2,1,19,25,20,NA,NA,NA,0.777774321003018,0.222225678996982,NA,0.681821590892046,0.318178409107954,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.7319813400933,0.2680186599067,NA,0.7319813400933,0.2680186599067,NA,322122
"122",122,122,8,1903,7,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.2,"polka-dotted things",0.75,231,323,322,"blue",111212,"False",3,1,2,8,24,15,NA,NA,NA,0.789474487537586,0.210525512462414,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,111212
"123",123,123,8,735,8,"english","blue things",0.15,"red things",0.5,"green things",0.5,"solid things",0.25,"striped things",0.5,"polka-dotted things",0.75,132,112,331,"cloud",212122,"True",1,3,2,16,10,9,NA,NA,NA,0.76923621308894,0.23076378691106,NA,0.74999625001875,0.25000374998125,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.793076034619827,0.206923965380173,NA,212122
"124",124,124,8,900,9,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,112,311,232,"cloud",112122,"False",1,3,2,10,3,17,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112122
"125",125,125,8,2090,10,"english","solid things",0.2,"striped things",0.7,"polka-dotted things",0.2,"clouds",0.75,"circles",0.1,"squares",0.15,121,211,331,"blue",321111,"True",3,2,1,4,2,9,NA,NA,NA,0.63636,0.18182,0.18182,0.75,0.1,0.15,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.711417114171142,0.144291442914429,0.144291442914429,0.711417114171142,0.144291442914429,0.144291442914429,321111
"126",126,126,8,1347,11,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,313,322,223,"solid",122122,"False",2,1,3,21,15,23,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122122
"127",127,127,8,1522,12,"english","clouds",0.2,"circles",0.7,"squares",0.5,"solid things",0.2,"striped things",0.75,"polka-dotted things",0.5,222,212,112,"red",322112,"True",3,1,2,14,11,10,NA,NA,NA,0.777774321003018,0.222225678996982,NA,0.789474487537586,0.210525512462414,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.7319813400933,0.2680186599067,NA,0.842590787046065,0.157409212953935,NA,322112
"128",128,128,8,2173,13,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,212,323,121,"solid",121111,"False",2,1,3,11,24,4,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,121111
